Height,Weight
71.3582106288,195.9370727504
65.2827406626,163.9576346461
71.5424912101,203.783434776
67.0641239542,178.5148195974
63.9016449001,140.4347054252
71.1651542687,194.0605841841
68.2995558065,182.2333596749
68.7928775408,179.0865294175
59.9818650709,112.9029394478
68.3620127243,188.7861665924
68.2585698584,171.3503235003
75.009944327,221.4540890794
68.4461922132,199.3828807433
64.9854983592,159.1123103781
70.7152956036,209.1614742196
74.4305013108,228.3751788755
62.2734014793,154.2806907199
66.9047823375,164.3599627188
70.1899992238,195.7178851381
71.077766003,183.7270955018
76.1166746824,240.6381034963
71.2767018318,205.1761095612
69.3423664103,197.2179397519
68.0467959729,177.1239910369
69.2959320583,172.3464929624
73.491204938,218.6737556409
66.3209674766,167.2146255129
71.8732522912,211.3227764418
67.306574841,172.06522118
68.8785526311,182.3090981064
70.7866950248,194.6955725285
69.9844049711,192.1441104916
67.6591095508,171.7029460817
69.1624698844,190.8490700776
69.2136324873,205.6994606395
68.0006259918,177.6018025679
66.361635693,153.3216861942
67.6714135495,174.724534345
67.7845379591,198.311756176
66.8630397626,189.4091241168
70.8668694251,199.6571751728
72.2447236216,203.3698815819
67.6060586162,180.2548158387
69.6984479981,197.0523570442
68.0643489362,188.3757462535
63.1182535821,160.756703263
70.5054568739,187.1357502447
74.2979207027,229.0943169217
66.5185887566,167.0766423784
70.4656632518,182.8028060448
67.6532703919,182.4812285743
68.3243794679,183.2152093432
75.533211341,227.9452476786
65.4782668048,164.4870988148
71.3658959592,214.9987450594
72.175136851,203.9638920481
67.4182407068,166.5421432071
63.70326374,152.5711780671
72.0898992498,210.12595883
65.513623158,173.1788273657
64.0111726171,151.1313143982
66.6594928467,182.746513591
72.6104688844,216.5905610247
67.0064801293,197.7992997663
69.6671151697,192.5588994759
65.0785235018,174.7435095987
69.2182049385,189.1995011514
67.2477025853,188.0026668698
70.2149471584,192.8774853397
67.1703593519,186.9887403236
69.4376478885,195.4473860961
70.6934242571,184.9419492617
65.0571806094,150.5808781664
68.3717836935,188.4277984277
66.4164141686,193.6010914947
71.1161766272,202.655919318
70.4338671581,186.550232738
67.7517760693,188.4753202674
68.821980286,197.61678776
72.6644055036,219.8772977979
78.9987423464,269.9896985051
67.1759723587,176.4475042948
66.7355917177,166.2519653593
67.046116878,160.1561156461
74.0130064637,227.940503751
65.1947513889,154.7416927113
67.5271016628,167.2095861547
67.7692941953,170.2967629129
69.3600592916,177.7424282127
69.4356247138,178.3665548271
64.9810856932,151.0138426582
68.0377335548,175.4451380905
72.3652287195,195.0138368332
70.133606125,202.9880554316
67.9952003133,152.6228718064
67.0405897587,188.6050994761
73.1640798477,213.5094922572
70.5751115437,194.7925404021
69.1577778481,177.7239790927
73.9866900209,217.5791622657
69.4463907052,198.8278170622
69.4703044667,183.2956062634
71.5318020236,218.2032582175
72.2843969186,207.5405132096
67.7757429991,174.0980118575
67.7998001022,182.1932732219
71.0355954202,214.4759939815
68.3951640034,169.6343990451
68.7749864943,191.4764095997
71.2340357838,200.7798984457
67.4484173546,174.7203119873
66.8567174373,169.3758207952
66.1839807064,171.5619068722
66.8749067066,168.4496836465
68.591021209,178.9290426965
63.9786612567,158.2074095686
66.4831064274,169.611473557
65.8693714984,167.7682373902
69.2127772207,188.9476254312
73.5223109267,212.8660991744
65.198863324,147.3602702914
70.3362270993,214.2258855595
69.7643008589,196.0145850869
70.6803962691,199.5086562455
67.918645646,183.5438014079
71.8835004212,211.8517004249
71.1273608653,175.507761414
67.0779311698,181.5264919087
68.0233742761,169.7866966743
67.9681327761,194.9534527073
66.8777833476,186.8809599455
70.3880860466,206.902726782
73.5670462583,219.4037726071
65.8065569179,154.877629118
70.5649669293,180.4762870573
68.0859207359,187.3104818701
77.4655691047,252.5566894367
72.3935124291,209.4209476956
65.4380425177,178.4464230409
65.9085274006,168.2210090342
75.6240313516,241.2023300515
69.6434076511,195.0337005301
69.7297501998,205.2287064048
69.0106416889,177.5868283575
69.0102193476,208.5361952287
68.6981752201,184.2166975402
70.4144581915,185.1573339655
67.8888425329,169.2502308572
71.5224187009,194.2642643668
67.8399309382,166.1461085899
70.2933874171,189.2492063226
70.827382577,197.9253538506
69.1568941287,190.6955327934
74.1478574749,211.2379679519
69.39489622,192.7085029291
72.597662948,205.095540165
69.3296028759,180.3588432747
64.25974739,161.3116220319
62.4184339175,162.5416914171
66.229095634,156.6766747429
64.2373029408,135.1717924443
72.0852995258,210.6365237665
70.2483601066,202.9213639659
65.8281957953,168.4212826302
75.20902198,227.5814318361
73.4628048018,223.0701778692
66.628946118,174.8877865131
67.1644730397,193.3923091669
67.9902118821,188.1151124292
64.1247670013,152.8386498312
70.1769553931,189.2068506746
69.5225670457,173.9766588258
71.6088194274,204.488412374
68.2777592692,182.2054200829
74.5646010758,210.687811343
72.6331067351,208.0662569468
73.0060971577,201.7456670028
71.9605479217,208.815055823
69.2844187964,189.9362491022
67.3620642681,177.3750076622
67.2854464095,179.0090832972
70.0941169135,167.3014086069
64.3367925901,175.6832761084
69.8688828446,195.7146929699
63.9928990839,154.9631741474
66.6931156219,185.3706201961
72.4351612302,201.6148973672
69.676528224,211.7133851285
67.6419890406,166.2634666634
68.4148650588,188.9970229778
72.0893613001,200.4353273045
70.2450921958,193.0120516557
71.3700128209,205.5385013138
71.1034552597,201.8494750932
69.3756577139,196.2250856747
70.1369472338,192.7821536824
67.2815268578,174.974135995
70.7430825519,201.1293821979
66.3675404603,166.4018862177
67.2259298257,177.3064746655
68.2696475943,172.0773047348
68.1704946616,178.7191052443
67.6727948973,183.7399478643
66.474836801,168.8975180413
76.5692735212,229.8580950848
68.9635344505,187.5195144987
72.4463481556,196.6322393892
68.0414607142,203.161598329
66.717421717,181.824686683
70.6729106676,185.7598837515
71.4729979958,190.5523721761
71.5825546471,207.9249490036
67.4217028688,181.1123490792
69.5335958061,200.6778238353
70.7645983317,188.7924569224
67.6026625484,149.5671682469
71.2382799034,205.3857098796
69.5821133204,214.6060554628
73.3658913151,216.6959925688
73.4984123251,223.4132243184
69.4099946946,187.0848888031
71.7878822733,221.7025056919
67.5991155944,168.8263791948
67.6710443858,179.1872512565
68.5905627163,182.0812285967
71.3527309913,208.3370468186
67.9355070421,207.683864876
67.4380469454,173.2306599987
69.9942899155,212.056980675
68.5175785353,187.9013747634
66.6926712875,158.7334119503
68.4813088503,185.7658666473
73.9878545197,200.5841857431
73.3341076366,222.8661997357
72.5608161732,208.657945903
67.6751478717,193.5865353569
69.9385869454,204.1811868834
65.3253303182,163.0551422822
68.1661063296,197.1795703854
69.2627590362,206.7335309456
70.0314406479,197.6927564393
69.0289159727,174.4799351173
69.1422729407,175.8324465505
66.7821872958,176.6119929013
69.4541359481,194.8206675471
71.4561395051,209.6777853537
70.3519975852,187.8204731296
72.0881801035,219.2966012488
69.250775786,176.2517449139
66.700320383,164.0342192728
68.0746197574,176.9774255418
63.4151658902,156.1292328298
67.4275147301,177.1153317476
70.5097942502,191.3571188452
68.6635939323,184.262796214
67.1261355945,170.0436049686
69.5146035095,174.2150014439
59.9386496525,141.459578916
68.0252604758,160.0852900184
67.6244772604,193.7697802399
69.6677240187,216.731633459
67.3500077013,189.5838620999
67.2407156672,181.662236749
71.379180015,205.8724575288
68.7001244073,186.8120606236
63.3993496539,152.1305060799
72.2187361478,198.3882652122
69.9322707816,185.7873036634
64.4895748476,166.7043160015
71.5825515145,192.7270362509
69.7119378069,201.152847637
69.9682161932,188.7665056787
72.2540714453,187.6121819341
71.7953186766,204.2602588303
66.9649019848,190.3735985476
68.2690142618,196.8433339272
67.035929023,175.4521676828
65.7409721306,178.1062667375
69.123057842,179.0246450434
71.163221652,203.2794071908
68.2096830916,174.3218287346
69.4732270432,206.7443392456
68.1447609508,181.2658248071
63.4588600027,165.7478288057
67.5113580364,176.0854242697
65.9373519437,160.49028922
71.8937415684,203.220867406
64.8041404853,165.604490446
71.7296112873,203.6212076661
65.7045390313,173.0588229947
72.8580796346,216.0647453099
70.2227782356,185.9450077392
65.5628041482,162.5219156439
67.4970151395,178.7869136954
64.8211713801,166.7768379318
69.5987769459,173.922130447
67.6719844516,182.0152255192
71.9065923583,212.8760152296
66.4520384909,174.9138166779
68.1060020651,186.5825364262
65.0779018941,165.31380684
73.0719769487,206.790142034
66.6565205922,172.937957941
66.9334135583,183.0853755884
69.6129901513,184.198451874
69.1044985054,183.4046857676
65.4826708329,174.5290564522
64.7216222192,150.6194572269
69.0304914204,183.8520382254
62.9489510331,154.0591254937
68.0034637996,186.3699526862
67.5251055083,180.0565494437
65.1939877041,156.2861990556
69.7706685473,169.7495220237
74.8803080236,236.3606779607
67.6726526701,169.8106749588
70.4896205409,188.7982929517
64.4853902916,159.3786295711
74.397459027,212.6361677937
65.094064534,165.8629429774
71.410754317,189.2048025398
71.6515242842,184.9818142504
67.0040762693,190.5555923527
69.3464738928,181.8515844286
68.5365827248,181.2952564611
72.6076974071,221.175596114
68.2358861492,186.742654116
71.1366968657,191.3172692832
68.3236676403,183.5868604364
70.5733264896,213.0598511282
69.0307717265,183.7288807705
68.2665867874,186.2897929716
71.1706116015,200.3566417473
70.3246996353,199.0132685394
62.1086403493,145.7682159812
69.1551140432,178.7517272096
64.2573893787,158.0286205792
69.5093239436,192.5942266323
73.5846783015,215.7551045891
73.4053573957,209.2607584997
66.1664652341,174.1751765951
71.8602732248,198.4071463473
68.5865538742,187.2884788652
66.6227393754,166.6317494538
70.288738737,192.7379267377
70.4023192554,190.8280374446
73.4872954694,209.974958478
64.3601355569,175.0851255417
67.778081731,182.1644323346
71.8432786363,202.152955388
68.9162928314,192.632402702
68.0554002187,176.249659286
63.7703629871,161.0021152303
66.8912382866,191.1029892653
68.7838728277,187.6354638024
67.8036037393,158.3472456923
63.2731514963,143.2486717522
67.3783194433,186.6770883875
64.0629521897,166.6851124657
74.0345977469,217.815797988
71.317651009,198.7524709645
70.4094367996,206.3469386523
69.5600329019,187.4915006562
62.3467160462,139.1966210686
71.3532087786,209.3098801259
70.8688075126,199.5086543659
63.7541488656,156.4606329013
66.68582515,179.2976842823
67.054803392,169.8145253713
72.7385925118,190.2827586303
63.4724141869,141.0968248865
71.1705874713,185.0517288188
64.4645502964,157.310480696
66.4087189059,177.1464186877
67.2041088079,168.9820916097
71.253535107,205.3539273148
66.4882661652,170.9898326073
71.7234906243,202.2682774049
67.9799625191,184.3748782707
67.5811265878,180.8539355581
68.0350952877,162.1244315145
64.9637723936,165.0705828296
68.5417285355,187.3216359842
67.950837531,178.7020610273
76.8063436351,227.2203427926
65.7634935034,163.230840261
70.3653926349,185.297115112
68.312519693,186.1200023907
69.4892466713,187.8432533243
71.4961402372,192.8872891709
61.2268286608,153.5209786308
70.0240514023,197.2553765902
75.9933603295,231.3474009235
65.7399612131,145.9916824892
67.3608239967,198.8938831874
70.3998742879,203.5371947671
66.3842319329,162.017030191
67.8565390825,191.7103323035
75.6943140029,235.1366742275
61.4610130865,135.5111156508
59.3806495599,136.3910055199
66.3928549261,186.0666780887
71.0913321749,198.0309579076
69.5765718457,192.4663555049
67.285598066,182.5181997631
73.6216771468,225.2931439068
70.4562985484,187.5181407692
65.1341656956,138.6548279157
68.3600721837,176.4135007284
64.8463013698,157.7184384348
71.159400482,192.3511166858
62.8131554356,153.4958974637
65.6087684647,152.9130636579
72.9658800158,202.6248928499
66.0442680742,170.7987438741
70.3410581099,206.2354701116
64.9399896122,133.5119834715
65.8732341059,174.4985556695
64.6139756313,153.2812121957
66.9835356405,173.6635730945
70.0195046858,196.2503316368
65.1054427006,149.1069187765
67.2591979444,181.673354241
71.9800094541,191.0161622216
68.4972345082,192.3397407128
70.9471139158,202.0471123027
64.6829084798,160.7898641747
69.0806665113,174.3910884473
67.0476697286,173.8163739627
67.1351749029,177.984361144
69.7426421173,199.8912714923
68.8945293119,180.6918155464
70.2534009734,189.2718685778
62.3074385254,149.4390967792
70.4620129165,185.0212234819
63.7149513283,139.4111453124
73.4596099569,199.8682089768
71.6483083071,199.0392889592
70.1433861135,182.8321969173
66.641568905,155.7638138068
70.7520120246,197.8389021231
68.1525343486,193.1593488042
68.9537194534,178.2877855337
71.1208266237,193.8048924425
68.8476121855,178.2569076464
71.3343489115,184.5200369872
74.340205883,209.2375130658
69.3298515857,178.9543739501
71.1045893455,206.2397495899
71.5052062679,205.8834957517
71.5796959944,200.3931235004
70.3477552657,194.3287920596
66.4023970655,165.9559346712
74.5178760319,201.9579716669
72.2299020998,206.2235378622
73.1060590461,207.2395473554
69.558051899,181.3212974911
72.6580716007,221.885941634
65.7047738481,160.2033140263
68.0117487265,175.0150904541
70.1887671892,192.8600199548
70.8391162702,213.7361358946
66.0718645885,179.7044100588
66.5581140816,154.6275883971
74.5209720872,216.5331912772
63.7324378929,162.2210233241
69.8962171082,187.0567724314
75.8501122219,227.2779653793
68.3888694732,185.4398405084
71.0085404156,207.5502799279
68.2657235226,184.98849797
72.3919402693,215.6752655845
67.1671943275,158.4698958673
69.3789501193,194.4889423444
68.4643740899,182.9040117372
68.4329923225,196.1030828196
68.9882868135,180.365955213
70.6163628675,185.4448652935
65.03853205,170.6325375152
73.0242056316,205.281493175
68.7202431774,182.4559233039
68.9253088353,200.0600034567
75.1469078867,221.3292277169
63.1542722595,119.2428559199
64.4977259511,169.8410156177
69.1694841725,181.8159215281
67.1178740742,178.2665434253
64.5728968552,176.7189169932
69.9818915473,193.7185875138
67.2907755321,154.7183440153
67.5787392604,167.5813567325
70.0306732915,198.6962985511
67.2857332791,199.0066131056
67.7179469415,175.1592002039
71.2524174587,196.3171642301
70.9816065332,191.1388480694
66.7989765318,173.2086321046
66.383576024,172.7414518879
73.5135948992,210.3997695319
69.3741611915,183.9368602641
68.7206084483,173.8881027155
71.5392985031,207.307916608
73.0691967049,207.6526278217
69.5052293432,187.3681759862
67.2688622119,190.361496902
69.0162747931,198.7077623137
72.8888701522,220.90814191
70.7109383642,202.0679814532
68.9643667326,181.5376696817
70.472195062,200.5757434616
69.0062973916,190.8181008435
66.4464197395,162.9410412164
68.8748761581,177.1331355208
68.4231670839,180.2579798192
74.2422931391,232.2326468736
69.0690360691,198.7721906969
73.4010332774,208.2210648044
70.2738215373,185.7183814261
74.3408608692,210.1115361151
67.7053328549,196.9332677181
66.4544411859,162.8110818058
69.0557467035,204.2587506627
68.0357238795,172.4362087962
68.7637713607,209.2814544454
70.8925193425,201.418036627
70.8658154488,201.5115379706
69.2241151931,167.7382481913
68.4395762707,190.8156843559
68.2534867517,179.2521557165
72.2267327362,203.3901693295
70.8468214027,196.3063099512
68.7871342748,187.9527996873
68.8747759609,168.3590348773
66.7430038037,170.6623324119
61.6754067628,144.7630127874
63.3312265884,138.1475930568
64.9149323005,148.9069050631
72.9631611571,204.1810963196
70.0742964754,205.3879098953
66.0149583284,169.0990384086
66.6837510637,174.5713343986
62.4015335167,144.5450570146
69.5872800833,194.4983557995
73.0848942217,230.6787781966
70.6489407806,193.5198549178
72.3720657331,199.3762345892
69.26342881,178.3541245023
66.2057152195,167.6296598386
64.6028074325,149.9377125932
68.3685971047,164.9033283436
68.8907838942,192.438686893
65.0553035478,174.3557521427
71.5360560808,207.199559369
73.059778576,196.0591693716
65.3353347489,154.1150560783
69.7984568783,181.4180739977
71.8987124231,203.4587667871
69.8930377509,194.5328191944
69.2602915436,197.411781826
68.5709291212,192.6067166905
74.153064507,212.2763278444
67.5029664837,189.0065686484
72.7934862727,217.163282456
68.9094912859,184.6155356934
68.7205292483,195.6701714921
68.3123418832,169.7808397336
61.0744871039,122.6801117526
69.573591574,165.7847424097
71.1650178617,198.7115194304
71.7688224565,182.0722417581
68.1619250145,170.4761269331
64.8904252076,157.2492891805
66.4732805907,176.6005296966
67.1729318344,165.0262844566
62.562141479,164.0519827706
70.0497022923,176.5893792378
69.3261889646,177.3635877994
65.6001784303,146.3343794317
69.0775774988,188.2591349701
64.8725705815,162.3102783289
70.7040937395,202.9105992711
63.7447268655,146.1592110759
66.1060379528,170.2623060893
64.5643638232,164.8884347769
71.9931736445,188.5649778089
73.0756565099,203.809263328
66.0349557495,160.1937638251
70.8032012228,191.9477997476
65.204521937,177.0496585662
66.2428166536,161.68038336
65.9964642619,183.4706797248
67.5167678485,158.1133396783
66.3070705426,162.5060368799
60.2691078279,126.4556127579
68.6971236648,171.1430300332
66.7341709198,181.4931576528
67.2732935501,185.2850817764
66.5601046312,164.9634336826
67.5163696123,173.5200527179
69.1487753112,182.7535701787
69.4161194173,194.3347513114
71.616475813,208.3393116346
70.3109443107,196.7497878086
68.395191716,197.7879404336
67.7776368683,191.4982205598
70.489052639,174.0426095288
74.7069641035,215.2255087924
67.1157030296,187.0738838633
67.6194866038,194.5188194537
69.0713143436,193.4346647748
69.4586625542,187.9108756858
65.5195414396,178.2894591535
71.462960842,174.3473586663
67.4242401729,176.4850904513
72.4488466682,213.3595303604
72.0881065117,192.8205004677
71.3313126649,194.4010793804
69.2797032321,173.2730115263
70.7687621567,188.7110357099
65.4091468911,143.4180133204
62.7889915181,137.3241783101
68.278841844,183.4290564697
66.1089024473,182.8753489466
69.0506381923,191.5222748764
71.2120760244,198.0455483427
67.5939622906,173.8308700731
65.409070591,167.6290787845
71.273326414,209.1129982122
72.4326175594,204.5644790124
70.8577943189,199.9663874542
70.1714787492,192.3478358534
72.1227847322,200.9071461225
70.0414169249,201.5464244997
70.2466542329,187.6556987578
69.440753943,184.4360028797
68.4483486281,191.8245965787
72.6885141119,194.2417375688
70.1711756121,207.7765473208
73.4339533938,218.6921000352
69.8956240742,200.1203609499
73.1810749086,223.39757233
68.4112747746,184.1486543362
70.1169701286,209.9759928979
68.5801272996,196.4190119939
64.5750756188,160.1657909715
64.9115210175,159.1951055649
69.6549653051,189.6098580538
69.5824438337,199.2678611315
70.0350683359,181.3247791909
67.1747147573,178.6749378187
70.6623395239,189.1397056833
68.0000811333,181.1460419671
69.1300382457,179.0063334621
68.0500257765,173.1962656846
66.7379274005,193.7262784745
70.4417673016,194.9017702002
69.3996495236,189.9399078968
69.9476363051,188.3149696896
68.7424575351,188.7570372298
65.2191249895,155.1375509489
67.5049012569,171.9750391751
64.8451615525,154.4411224758
69.1068982563,191.1488079113
68.9574385961,182.1925128175
65.551424283,175.8986268777
65.7524856447,167.6670583452
67.5649415946,156.1813398827
64.8280715242,146.9545158643
66.1818786661,156.4908907002
71.1728685613,193.7200435825
70.4822308865,215.4875717897
67.9790568899,179.415810618
72.3092648708,203.245030166
74.8140524728,232.2093773484
74.016897108,207.7107568765
70.2364898144,184.2776277514
68.5285125549,172.5150388673
65.3860947294,156.8657432038
67.2904043503,185.8577309884
65.8926857717,175.258072139
74.1178821587,217.3541372426
68.4870776142,193.7266090489
71.4564874345,179.4431862465
69.244445567,175.2328348421
65.4935087933,170.8103009584
66.8162553384,176.8306769634
71.7987186685,205.8992638783
68.0746232753,171.6955096954
70.2123516263,185.7127595698
76.842678828,211.7241664561
63.7247268701,165.9794172611
63.222824741,172.0248140985
67.1713740401,158.3687631582
68.9497200019,181.7832593245
70.415730397,216.2149062649
70.0985771392,176.6711499805
68.2248597694,186.1972499145
65.0717845477,174.7051112823
64.6264020963,135.8944622081
68.3745308889,190.9202428181
65.759398921,164.086411397
71.9484863946,208.2044352516
66.7056733197,173.9578558414
68.2790225238,184.8139092187
72.975210056,218.5728016265
68.1312709425,175.0176495855
68.6024127084,186.9655910062
65.5216329942,159.9364360353
71.4290969498,205.7036291316
74.141108283,219.0517283208
65.5999130297,165.2295227291
73.0358069121,196.6550118629
71.059955863,189.3246707085
65.6611243671,169.9587892375
69.5692353755,182.8665631831
75.2594567572,227.4371381794
71.9109115779,204.0317413177
73.5416086954,214.3432906964
65.3896290767,178.437949266
67.8947765533,178.1772980423
67.9196713777,179.245883101
66.6587633395,183.1715278346
73.1817674817,208.8391624955
70.127887388,192.0811313562
72.7317876679,213.6839434061
68.9672247722,175.552123768
69.475076177,183.1248015709
62.1829285248,152.7918283428
68.0485307533,182.7558151696
65.5943017632,171.2240269737
70.3302134804,185.5887401245
72.5044101892,204.6271564183
71.1547167579,190.8609751903
68.0054290022,194.7541892354
72.9794505871,202.1767835748
67.7183933664,182.3613964767
68.5222310437,188.0533330944
66.3513311088,171.6851696459
68.1800930742,172.9621110078
71.8787168799,211.0412112021
71.7655591994,200.8009211113
71.153523854,210.0484066995
66.0943192987,175.6487627054
70.815879862,186.5978956347
71.3018406964,206.1647183366
69.8062906881,186.6735164374
65.522389185,175.5713128567
68.5583535156,191.0889396841
72.267414017,211.4644879075
63.5805658253,142.1747595887
71.044756072,205.843338309
65.6783900739,163.142051843
65.2073466647,151.8756690561
64.8381936073,142.7258711965
69.9648106258,186.4515428009
67.3785183467,170.0013478707
63.2308119998,164.5022350587
70.3753442006,180.2983566887
71.608559722,193.0701421658
67.087551884,176.4172387855
63.9735571008,160.0635016955
67.5754728092,180.4195302685
65.1928622148,185.3482108153
71.7819959678,205.1692350589
72.1002995644,206.2240269207
72.3721936386,210.1872940288
73.0992837673,215.7091143956
69.9105345826,181.5911787076
64.560828483,161.8897691417
70.3461044359,197.6833193506
68.5389783859,179.5714664484
67.7893805121,186.119037396
72.6291226957,192.3289666203
67.1965191154,179.2091947594
75.9468664416,237.5676083159
63.9562257502,152.6458480846
69.0126572463,196.3225310725
64.9663466773,172.5249688771
72.0553240378,202.3346954787
66.9766679067,193.8237780901
70.2800864761,186.9222836768
67.1931713444,179.7227430525
65.9030878189,167.6166926099
73.6968592231,232.7186777438
67.9746795605,171.725456846
65.6299017875,179.9951239935
65.8239507502,163.5857985398
71.7158700011,190.9943107907
73.5042682274,205.4730910747
64.0323188386,147.3712842401
68.2799077636,199.6028399342
74.3387388213,220.383448053
69.81151958,206.2855806158
71.4179456442,209.2265666049
73.2915084649,228.5587851514
72.087031565,205.3890558057
63.9145410829,167.8423915097
72.2473247515,193.511695213
70.5970245233,188.4506741498
70.8656161119,214.9813938796
71.9583877121,198.4041764877
68.1537017938,178.1658016877
68.9295423991,189.5834255338
66.2991930296,180.2012660689
65.2735393556,149.9346064117
68.4840293016,180.8962865837
65.6415358933,170.1006472828
68.8687503295,178.8188276686
68.4594298086,181.3633971539
69.3213053675,194.3300031406
70.4643184519,203.2584801737
72.6652418845,219.0951655948
69.3396673761,181.9048240087
68.5689593987,185.9758251022
71.6178240739,201.6793519763
68.903941901,175.4450633619
72.6645041014,188.3951822898
71.3803112293,217.3684879224
70.2811622514,211.5794961144
70.7104060309,197.0608840682
68.5212502601,186.7188018661
61.7406577186,140.0099786111
68.7724639912,187.5508307066
73.5686363373,205.3594600484
66.5597303979,179.2165702208
70.3097777619,208.496496627
72.5642205691,211.7664267778
73.689807973,228.4488269014
68.141641843,170.7999514102
68.4570610837,186.2085657772
73.8389292763,229.3395116477
66.6678935096,176.8826374276
74.4006581136,240.942266568
67.7665131591,172.6695664422
64.0694922719,155.3447977887
66.6351149392,170.3722155669
69.3803026971,194.7495235245
70.0019801481,190.0880628662
74.5947363255,227.1165819548
68.4613830882,175.6246197539
69.5816999725,187.0287474607
67.0477018673,183.0630580665
71.2234233852,194.9414067632
67.0735038045,167.2849042101
73.1196932175,208.5784763431
66.4634446367,169.9651515546
67.7863330274,164.336269036
70.3494997526,195.9714769277
71.1257543951,205.6360495619
72.297583828,212.0582469798
68.9553349089,193.8284446512
67.1435095658,165.1439238274
69.9667995979,189.8386177177
68.5726842539,189.1265817196
68.0929648475,169.936600993
75.8854331274,224.1331920207
71.9916433892,211.0191128041
68.4567543666,185.5340211126
72.4670249303,208.2945886902
67.7371461801,166.3523353047
70.0348210938,174.3248392185
72.1929099785,216.1964830532
69.5929425863,187.8630711396
71.0509184407,200.7345780941
70.8095594701,181.5636902091
68.0619139708,189.3688237103
73.3909870598,203.5134146347
75.3415841386,218.5330155228
72.2527047201,205.2344029937
66.1758703167,176.4793430508
61.6784810166,156.4454748182
71.8922178709,199.8296986441
62.476802698,148.9142877956
67.96640648,186.6065518663
69.6934080123,201.4814719863
62.9486815067,150.6709379046
71.3594719071,197.472655564
67.3323783007,187.7085661021
67.7796703221,192.1997881924
69.1614040925,175.2969693965
68.8632081959,201.7955041999
67.0758519205,203.4936873423
67.3033862313,187.3466372467
67.5246393181,174.3997303688
68.5683746655,179.7959681213
71.5665173364,198.0267851325
73.2291160189,210.5459695306
69.4398604703,169.4965108887
71.6230975708,220.337155484
65.7685176294,171.4052256417
72.7445445619,208.3815391894
67.2312608516,178.0730550631
70.8778262505,192.3495217793
69.962811135,189.0227456907
65.8723498541,178.2166779293
70.8591906945,184.4932505943
71.5949264511,197.8870627579
70.050990113,184.8335197843
67.5000671774,175.8798044111
65.1486876163,140.5127924271
69.0229741366,187.568690226
70.8219166779,184.4476667286
70.8593468294,190.7991897967
68.0544500024,177.0319066638
69.8369766346,186.2839250665
63.4920992472,160.4903009542
66.6314017569,164.0591567351
70.8846656569,191.8880429303
67.3565979381,181.3729705774
70.4407130785,225.7975246976
69.4276116572,196.249697813
68.8451168684,187.0278285074
71.3298978387,196.6198197384
75.2828470066,219.1132095002
68.3141883278,174.2434883358
66.7787237253,158.7158701701
70.5694550881,185.9639950778
66.9911674235,159.7616564003
67.6080665319,178.8862047681
72.7782097655,201.1850847661
72.3582490369,175.165507654
70.6399789016,189.8097700417
68.5621793113,190.3654722527
68.1384263518,192.5703630416
63.3931588375,136.6726435344
63.6712878482,161.5786406646
69.5780300764,195.3226750348
69.1019833071,194.581051002
70.9633688265,178.5511912566
70.3596905601,196.1380275097
69.2446403787,179.3664566405
68.9320693815,187.6266091419
72.422761352,204.7061012933
68.4341193585,194.6070530719
71.5958321642,196.6725565351
72.9702825023,200.510726183
68.7218244823,186.4254195627
70.5974201798,200.3725775448
70.5440078477,209.7067298504
61.1364754371,125.8270219401
70.8193037984,204.580698548
67.8379857278,192.3687771666
72.3547717597,224.6036548423
70.0877531421,198.7021758557
65.513906581,162.7298484235
69.3682213072,187.3334813567
70.434739027,188.7584321031
69.163187744,200.6062375889
69.0824453501,194.2800658666
65.6250056297,188.318587629
70.2542610708,176.0486441419
74.2618767907,218.5083388953
73.4279700737,223.1906997735
68.9530819389,180.4822588169
69.3095027323,191.4150253618
71.9695979613,210.4940032539
69.2636786809,196.3757818387
69.3222239786,206.0778850722
64.5710173368,167.4441401499
69.6058825884,187.5319001745
71.9778962599,203.0764788217
71.3825768533,205.5457947192
68.914254431,186.7145677827
70.6471391548,207.5564081918
71.5906840125,201.6114937517
71.8606246539,202.9068592577
64.149695889,153.8813772478
68.0825461504,162.5104693444
71.1879114486,192.9692760855
68.2600188147,186.3045996221
68.1554664741,179.2535700604
66.2702572454,159.008991628
64.7622593839,177.2248263392
64.5944587099,161.6361003358
67.405950531,158.7536285165
72.1177573566,184.6835272938
68.1439825448,167.2945421424
69.5520414174,186.902312654
71.8036685401,196.2062566615
68.0717872786,172.7062582833
68.5030556608,205.8912338243
69.2416420301,192.1000360158
62.8072121796,139.3105709475
63.7864019423,169.0727355229
71.4586641036,189.1761746654
70.3585219056,201.6018122038
70.4392214845,194.0961312956
68.3843868839,168.1535611935
70.9494725325,185.9716500024
71.1055775683,206.4936128954
70.1352657256,186.1084083861
60.9357397013,140.1517157048
71.7023898006,199.9461545722
71.1595359349,197.2586622777
71.1270828487,207.5751785398
70.4515850236,182.8562128657
72.363354316,216.0565031653
67.9067632809,167.7261922821
67.724935984,180.0518561711
71.7742059792,190.408985001
72.796729838,196.5041360706
70.4036733013,188.5944081686
73.14317771,217.2382250887
70.4389286008,197.1775884736
68.5220494533,176.707355063
62.494733097,144.4617233731
69.3258818591,218.9065570064
71.9183019194,203.846582041
72.0631803416,205.9416398353
72.707224081,204.3651038349
67.8948122354,178.3272355268
69.8931506735,200.1206741759
68.319186884,173.7771863614
71.7042175733,202.9951328049
